date,horizon,fold,model,actual_risk_off,probability,threshold,alert,forward_return,future_mae
2018-06-14,20,0,multiclass_probability_sum,1,0.47489606375116095,0.49,0,-0.1226151637829668,-0.1285872634453721
2021-01-21,20,0,multiclass_probability_sum,1,0.3921730065144935,0.49,0,0.001047372221911758,-0.12838481425739015
2018-04-20,20,0,multiclass_probability_sum,1,0.4632769166304679,0.49,0,-0.12432529403436259,-0.12739388392990034
2018-06-12,20,0,multiclass_probability_sum,1,0.4675884012631477,0.49,0,-0.11362811490370138,-0.1265748525331901
2020-03-16,20,0,multiclass_probability_sum,1,0.46640857121901114,0.49,0,0.025805414060385345,-0.12617364629826378
2018-05-09,20,0,multiclass_probability_sum,1,0.4554981478078146,0.49,0,-0.02148810606804465,-0.12609706489427452
2020-03-18,20,0,multiclass_probability_sum,1,0.4584036211294535,0.49,0,0.043242623943414084,-0.12590618079971838
2020-03-17,20,0,multiclass_probability_sum,1,0.4721832062366848,0.49,0,0.04129280002997624,-0.12338850216105357
2021-01-07,20,0,multiclass_probability_sum,1,0.44452405736882855,0.49,0,-0.03905851133062791,-0.12173162472226316
2018-06-05,20,0,multiclass_probability_sum,1,0.43297150675937074,0.49,0,-0.1211902356915485,-0.1211902356915485
2018-04-27,20,0,multiclass_probability_sum,1,0.44495008668850267,0.49,0,-0.09803893899757857,-0.11972849318728397
2018-04-26,20,0,multiclass_probability_sum,1,0.46060793942613587,0.49,0,-0.11457364577272237,-0.11457364577272237
2018-04-24,20,0,multiclass_probability_sum,1,0.45321267043781716,0.49,0,-0.11441371588133067,-0.11441371588133067
2020-02-11,20,0,multiclass_probability_sum,1,0.4691335278138161,0.49,0,-0.10977226211459891,-0.11217514673090936
2021-01-06,20,0,multiclass_probability_sum,1,0.4597383476257085,0.49,0,-0.028318592272332636,-0.1101821638204146
2020-07-09,20,0,multiclass_probability_sum,1,0.4592689203594842,0.49,0,-0.04244155751622403,-0.10999081242133117
2020-02-10,20,0,multiclass_probability_sum,1,0.48764698871188805,0.49,0,-0.10795084539177008,-0.10795084539177008
2018-01-26,20,0,multiclass_probability_sum,1,0.41215092074383813,0.49,0,0.004980228010432831,-0.10549597274602475
2021-01-26,20,0,multiclass_probability_sum,1,0.4423834715253018,0.49,0,0.04348155372371964,-0.10396101737228385
2018-06-25,20,0,multiclass_probability_sum,1,0.4679487275760063,0.49,0,-0.05582429534708127,-0.10346432159724586
2021-01-20,20,0,multiclass_probability_sum,1,0.4481381761708258,0.49,0,0.023800591389375528,-0.10269274170465785
2020-01-22,20,0,multiclass_probability_sum,1,0.42908969995659274,0.49,0,-0.10127167395974397,-0.10127167395974397
2018-01-30,20,0,multiclass_probability_sum,1,0.42771801838094686,0.49,0,0.008723187753078022,-0.1009321340815314
2021-01-05,20,0,multiclass_probability_sum,1,0.4604548387382128,0.49,0,-0.05165816417143326,-0.10081379636020453
2018-01-31,20,0,multiclass_probability_sum,1,0.4554651344150984,0.49,0,0.0017096943812411475,-0.10075202853919697
2018-01-29,20,0,multiclass_probability_sum,1,0.45554178305076987,0.49,0,-0.014814547837073599,-0.10024756038205868
2018-05-02,20,0,multiclass_probability_sum,1,0.45185495679450416,0.49,0,-0.08153868882083272,-0.09935593983653379
2018-05-03,20,0,multiclass_probability_sum,1,0.44799851391309364,0.49,0,-0.05528736665305167,-0.09680672997554111
2018-06-22,20,0,multiclass_probability_sum,1,0.47131307902721,0.49,0,-0.05195892523656402,-0.09601630901460667
2018-02-02,20,0,multiclass_probability_sum,1,0.48045300801143975,0.49,0,0.016487169215878967,-0.09594927488196217
2018-06-26,20,0,multiclass_probability_sum,1,0.45761025618555107,0.49,0,-0.05106737815440127,-0.0958637296603316
2018-01-25,20,0,multiclass_probability_sum,1,0.41530837309864077,0.49,0,0.010106555246028994,-0.09552386043589407
2020-07-07,20,0,multiclass_probability_sum,1,0.4374836525804804,0.49,0,-0.042407551268993024,-0.0950009922413921
2020-07-06,20,0,multiclass_probability_sum,1,0.43597285400731123,0.49,0,-0.055521744444164155,-0.09238006274700784
2018-02-01,20,0,multiclass_probability_sum,1,0.46276401983101906,0.49,0,0.022017059729551546,-0.09107787626771777
